name	country	dob	pob	height	hometown	occupation	hobbies	start_career	club_name	coach	choreographer	former_coach	practice_on_ice_low_season	low_season_practice_place	practice_on_ice_high_season	high_season_practice_place	html	first_name	last_name
Sei KAWAHARA	JPN	1995-12-17	Kurume, Fukuoka	169	Fukuoka	student	baseball	2006	Fukuoka University	Miwa Ishihara, Kensuke Nakaniwa	Kenji Miyamoto, Nanami Abe	Akira Okazaki	26	Hakata	26	Hakata	http://www.isuresults.com/bios/isufs00011880.htm	Sei	KAWAHARA
Ryuichi KIHARA	JPN	1992-08-22	Ichinomiya City	174	Tokai City	student	visiting old castles, playing baseball	1996	Chukyo University	H. Nagakubo, Y. Naruse, M. Kawaume, Y. Hongo	Yuko Hongo	Masako Ogino	11	Nagoya and Toyota City	11	Nagoya and Toyota City	http://www.isuresults.com/bios/isufs00010972.htm	Ryuichi	KIHARA
Kazumi KISHIMOTO	JPN	1986-06-29	Yokohama City	166	Chiba	Student	crafts, collecting sliver accessory	1993	Nippon University	Koji Okajima	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00005343.htm	Kazumi	KISHIMOTO
Yuto KISHINA	JPN	2001-10-15	Asakuchi, Okayama	164	Asakuchi, Okayama	junior high school student	watching baseball	2007	Konkou Gakuen Asakuchi	Takashi Mura, Chie Mura	Hayato Miyazaki	NA	25	NA	25	NA	http://www.isuresults.com/bios/isufs00034884.htm	Yuto	KISHINA
Hirokazu KOBAYASHI	JPN	1985-06-29	Tokyo	163	Tokyo	student	dancing	1988	Shin-Yokohama Prince Club	Nobuo Sato	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00006316.htm	Hirokazu	KOBAYASHI
Takuya KONDOH	JPN	1991-09-03	Meguro Tokyo	168	Meguro Tokyo	student	music, movies, playing the piano	1995	Keio University Skating Club	Mironu Sano	Noriko Sato	Hirokuni Ichijo, Takashi Mura	17	Toyko	17	Tokyo	http://www.isuresults.com/bios/isufs00007259.htm	Takuya	KONDOH
Takahiko KOZUKA	JPN	1989-02-27	Nagoya	170	Nagoya	Toyota Motor Corporation, student	futsal, BBQ, walking around	1994	Toyota Motor Corporation SC	Nobuo Sato, Kumiko Sato, Reiko Kobayashi	Kenji Miyamoto (SP), Lori Nichol (FS)	Yuka Sato, Tsuguhiko Kozuka	25	Nagoya, Shin-Yokohama, Kanagawa	25	Nagoya, Shin-Yokohama, Kanagawa	http://www.isuresults.com/bios/isufs00006317.htm	Takahiko	KOZUKA
Tatsuki MACHIDA	JPN	1990-03-09	Kanagawa	162	Takashinohama Takaishi	NA	reading, music, tea	1993	Kansai University SC	Yoshinori Onishi, Phillip Mills	Phillip Mills	Anthony Liu, Azumi Hata, Hiroshi Koizumi	25	Takaishi Osaka	25	Takaishi Osaka	http://www.isuresults.com/bios/isufs00007413.htm	Tatsuki	MACHIDA
Sena MIYAKE	JPN	2002-03-26	Yakage, Okayama	153	Yakage, Okayama	junior high school student	NA	2007	Okayama FSC	Kotoe Nagasawa, Satoko Inaba	Kenji Miyamoto	NA	NA	NA	NA	Okayama	http://www.isuresults.com/bios/isufs00054588.htm	Sena	MIYAKE
Daichi MIYATA	JPN	1996-07-14	Onojo City, Fukuoka	171	Tokyo	university student	rugby, soccer	2003	Hosei University, Tokyo	Naoki Shigematsu	Eji Iwamoto (SP), N. Bestemianova, I. Bobrin (FS)	NA	18	Tokyo	18	Tokyo	http://www.isuresults.com/bios/isufs00013058.htm	Daichi	MIYATA
Takahito MURA	JPN	1991-02-11	Chiba	170	Okayama City	athlete, student	darts, bowling, billiards, driving	1994	Hirota SC	Takashi Mura, Chie Mura	Charlie White, Jeffrey Buttle	Hiroshi Nagakubo, Yoriko Naruse, Naoki Shigematsu	20	Okayama City	26	Okayama City	http://www.isuresults.com/bios/isufs00007258.htm	Takahito	MURA
Daisuke MURAKAMI	JPN	1991-01-15	Kanagawa	165	Los Angeles USA	athlete	cooking, yoga, his pug Benji	2000	Yoshindo SC Tokyo	Frank Carroll	Lori Nichol	K. Sato, H. Nagakubo, Y. Naruse, N. Morozov, T. Gambill, R. Arutunian, U. Nagamitsu	25	El Segundo/USA	25	El Segundo/USA	http://www.isuresults.com/bios/isufs00007654.htm	Daisuke	MURAKAMI
Kento NAKAMURA	JPN	1991-10-16	Matsudo City	174	Matsudo City	student	movies, music, arts, discovering appetizing sweets, being with family and friends	1998	Rikkyo University	Yutaka Higuchi	David Wilson (SP), Kenji Miyamoto (FS)	Naoki Shigematsu	25	Tokyo, Toronto/CAN	25	Tokyo	http://www.isuresults.com/bios/isufs00007775.htm	Kento	NAKAMURA
Shu NAKAMURA	JPN	1996-09-07	Kushiro, Hokkaido	170	Takatsuki	universitiy student	music	2004	Kansai University Hokuyo, Osaka	Utako Nagamitsu, Takeshi Honda, Mari Araya	Robert Dow (FS), Eiji IWAMOTO(SP)	Yumi Yoshida	22	Takatsuki-Osaka	22	Takatsuki-Osaka	http://www.isuresults.com/bios/isufs00012459.htm	Shu	NAKAMURA
Kensuke NAKANIWA	JPN	1981-10-15	Fukuoka	170	Fukuoka	student	watching other sports, shopping	1990	Papio Fukuoka	Miwa Ishihara, Hiroshi Nagakubo	David Wilson, Higuchi Yukata	NA	19	Fukuoka	19	Nagoya	http://www.isuresults.com/bios/isufs00002283.htm	Kensuke	NAKANIWA
Yasuharu NANRI	JPN	1985-10-06	Fukuoka	165	Fukuoka	student	music, soccer, baseball	1993	Nakamura Gakuen University	Yumi Kono, Akira Okazaki	Kenji Miyamoto, Pasquale Camerlengo	NA	10	Iizuka, Fukuoka	13	Iizuka, Fukuoka	http://www.isuresults.com/bios/isufs00006311.htm	Yasuharu	NANRI
Junzo NISHIGAMI	JPN	1989-02-06	Osaka	160	Osaka	student	movies	1999	Kansai University, Osaka	Yoshinori Onishi	Yoshiki Nakajima	NA	8	Osaka	8	Osaka	http://www.isuresults.com/bios/isufs00007420.htm	Junzo	NISHIGAMI
Nobunari ODA	JPN	1987-03-25	Takatsuki Osaka	164	Takatsuki Osaka	graduate student	movies, reading	1990	Kansai University SC	Noriko Oda, Lee Barkell	David Wilson (SP), Lori Nichol (FS)	Nikolai Morozov	35	Takatsuki Osaka	33	Takatsuki Osaka	http://www.isuresults.com/bios/isufs00005883.htm	Nobunari	ODA
Makoto OKAZAKI	JPN	1976-05-08	Hiroshima	178	Fukuoka	Student	music	1983	Izuka Ice Palace, Fukuoka	Yumi Kono	Olga Volozhinskaya	NA	20	Fukuoka	18	Fukuoka	http://www.isuresults.com/bios/isufs00000250.htm	Makoto	OKAZAKI
Naoto SAITO	JPN	1988-11-12	Sendai	165	Miyagi	student	music	1996	Miyagi FSC	Nanami Abe	Nanami Abe	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00007411.htm	Naoto	SAITO
Akio SASAKI	JPN	1991-03-19	Yokohama	162	Yokohama	student	NA	1997	Meiji University	Akiko Sato	Misao Sato	NA	30	Yokohama	30	Yokohama	http://www.isuresults.com/bios/isufs00008230.htm	Akio	SASAKI
Hiroaki SATO	JPN	1995-12-06	Morioka	165	Morioka	student	surfing the web	2005	Iwate University	Masanori Sasaki	Misao Sato	Kuniko Yamazaki	8	Hachinohe	22	Morioka	http://www.isuresults.com/bios/isufs00013830.htm	Hiroaki	SATO
Ryo SHIBATA	JPN	1987-02-24	Kushiro	169	Tokyo	student	playing the piano, shopping	1998	Meiji University Club	Masahiro Kawagoe	Masahiro Kawagoe	Mariko Sugai	15	Tokyo	20	Tokyo	http://www.isuresults.com/bios/isufs00006263.htm	Ryo	SHIBATA
Koshiro SHIMADA	JPN	2001-09-11	NA	154	Okayama	junior high school student	NA	2008	Okayama	Kotoe Nagasawa	Kenji Miyamoto	NA	31	Okayama	31	Okamaya	http://www.isuresults.com/bios/isufs00014685.htm	Koshiro	SHIMADA
Mitsuki SUMOTO	JPN	2001-02-04	Izumi City	162	Izumiotsu City	junior high school student	watching sports	2005	Uenoshiba SC, Sakai City	Yoshinori Onishi	Yukako Sugita, Mari Araya	Etsuya Koseki	27	Takaishi City	27	Takaishi City	http://www.isuresults.com/bios/isufs00054587.htm	Mitsuki	SUMOTO
Jun SUZUKI	JPN	1994-05-08	Sendai	166	Sapporo	high school student	ball games	1999	Tsukisamu FSC	Kiyoko Soga	Noriko Sato, Yuka Satake	Michiko Yokoyama, Suguru Namioka	9	Sapporo	11	Sapporo	http://www.isuresults.com/bios/isufs00010971.htm	Jun	SUZUKI
Daisuke TAKAHASHI	JPN	1986-03-16	Kurashiki	165	Takatsuki, Osaka	graduate student	reading, shopping	1994	Kansai University SC	Utako Nagamitsu, Takeshi Honda, Nikolai Morozov	Kenji Miyamoto, Lori Nichol	NA	30	Takatsuki	30	Takatsuki	http://www.isuresults.com/bios/isufs00004810.htm	Daisuke	TAKAHASHI
Yosuke TAKEUCHI	JPN	1979-08-15	Tokyo	165	Chiba	Student	music	1983	Hosei University, Tokyo	Takashi Mura	Tatiana Tarasova, Nikolai Morozov	NA	24	Chiba	24	Chiba	http://www.isuresults.com/bios/isufs00000407.htm	Yosuke	TAKEUCHI
Yamato TAMURA	JPN	1979-05-28	Hachinohe, Aomori	174	Tokyo	Student	cycling	1984	Nihon University, Tokyo	Minoru Sano	NA	Hiroshi Nagakubo, Masako Ogasawara	15	Tokyo	15	Tokyo	http://www.isuresults.com/bios/isufs00000061.htm	Yamato	TAMURA
Soshi TANAKA	JPN	1982-06-04	Miyagi	173	Miyagi	Student	music	1988	Tohoko High School	Hiroshi Nagakubo	Robert Daw	NA	21	Miyagi	21	Miyagi	http://www.isuresults.com/bios/isufs00002074.htm	Soshi	TANAKA
Keiji TANAKA	JPN	1994-11-22	Kurashiki Okayama	173	Kurashiki Okayama	student	watching movies, music	2002	Kurashiki University	Yusuke Hayashi, Utako Nagamitsu, Sayaka Yodo	Massimo Scali	NA	24	Nishinomiya	24	Nishinomiya	http://www.isuresults.com/bios/isufs00010968.htm	Keiji	TANAKA
Kazuki TOMONO	JPN	1998-05-15	Sakai, Osaka	158	Sakai, Osaka	high school student	baseball, music	2006	Naniwa High School SC	Taijin Hiraike	Misao Sato	NA	15	Takaishi Osaka	20	Takaishi Osaka	http://www.isuresults.com/bios/isufs00013803.htm	Kazuki	TOMONO
Hirofumi TORII	JPN	1988-01-30	Tokyo	167	Tokyo	student	NA	1993	Meiji University	Koji Okajima	Naoki Shigematsu	NA	20	Tokyo	20	Tokyo	http://www.isuresults.com/bios/isufs00006585.htm	Hirofumi	TORII
Yoji TSUBOI	JPN	1992-11-29	Okayama	165	Okayama	student	shopping	2003	Okayama FSC	Kotoe Nagasawa	Kenji Miyamoto	NA	35	Okayama	36	Okayama	http://www.isuresults.com/bios/isufs00010970.htm	Yoji	TSUBOI
Hideo UMETANI	JPN	1985-07-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00006414.htm	Hideo	UMETANI
Shoma UNO	JPN	1997-12-17	Nagoya	159	Nagoya	high school student	golf, tennis, games	2002	Chukyo U.S.HS	Machiko Yamada, Mihoko Higuchi	Mihoko Higuchi	NA	30	Nagoya	30	Nagoya	http://www.isuresults.com/bios/isufs00012455.htm	Shoma	UNO
Taichiro YAMAKUMA	JPN	2000-04-14	Osaka	167	Ashiya City	junior high school student	cycling	2007	Hyogo Nishinomiya FSC	Utako Nagamitsu, Yusuke Hayashi, Sayaka Yodo	Misao Sato, Kenji Miyamoto	Sonoko Nakano	21	Nishinomiya City	23	Nishinomiya City	http://www.isuresults.com/bios/isufs00013838.htm	Taichiro	YAMAKUMA
Sota YAMAMOTO	JPN	2000-01-10	Kishiwada, Osaka	168	Nagoya, Aichi	high school student	playing games	2006	Aichi Mizuho High School	Hiroshi Nagakubo, Yoriko Naruse, Miho Kawaume	Kenji Miyamoto	Yoshinori Onishi, Yusuke Hayashi	28	Nagoya	28	Nagoya	http://www.isuresults.com/bios/isufs00013831.htm	Sota	YAMAMOTO
Yukihiro YOSHIDA	JPN	1990-06-01	Kobe	157	Kobe	student	NA	1996	Kobe P.I. FSC	Yoshinori Onishi	Yoshiki Nakajima	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00007415.htm	Yukihiro	YOSHIDA
Kunihito YUASA	JPN	1989-08-15	Toyota, Aichi	163	Nagoya	student	NA	1997	Grand Prix Toukai Club Nagoya	Hiroshi Nagakubo	NA	Machiko Yamada	10	Aichi	15	Aichi	http://www.isuresults.com/bios/isufs00006586.htm	Kunihito	YUASA
Daniyar ADYLOV	KAZ	1999-07-01	Almaty	170	Almaty	pupil	table tennis, alpine skiing, art	2010	Kiyal FSC Almaty	Eteri Tutberidze, Sergei Dudakov, D. Gleikhengauz	Arkadi Sergeev	Kuralai Uzurova, Natalia Popova, Galina Masliuk	22	Almaty	30	Moscow/RUS	http://www.isuresults.com/bios/isufs00054486.htm	Daniyar	ADYLOV
Abish BAYTKANOV	KAZ	1995-01-18	Almaty	180	Kazakhstan	NA	soccer, tennis, music, movies	2002	SSHIOSD	Natalia Popova, Danil Markelov	Natalia Popova	Sergei Petrovski	NA	Tallinn/EST, Salt Lake City/USA	NA	Inzell/GER, Almtay	http://www.isuresults.com/bios/isufs00013427.htm	Abish	BAYTKANOV
Juri LITVINOV	KAZ	1978-05-06	Karaganda	165	Lake Ridge, VA, USA	Student	wood carving, bowling, pool	1984	Sport club of Army	Sergei Korovin	Sergei Korovin	Albina Sapozhkova	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00000308.htm	Juri	LITVINOV
Artur PANIKHIN	KAZ	1999-12-26	Almaty	170	Almaty	pupil	skateboarding	2003	Kiyal FSC Almaty	Anna Sedelkova	Elena Sukhetskaia	Evgeni Shalaev	30	Sochi/RUS	24	NA	http://www.isuresults.com/bios/isufs00034664.htm	Artur	PANIKHIN
Abzal RAKIMGALIEV	KAZ	1992-05-25	Almaty	168	Almaty	athlete	music, dancing, movies, reading, piano	1999	National Skating Federation of Kazakhstan	Craig Maurizi, Nikolai Morozov	Olga Orlova, Nikolai Morozov	Nikolai Morozov, Marina Voitsekhovskaia, Zhanna Gromova, Olga Markova	36	Hackensack/USA	36	Hackensack/USA	http://www.isuresults.com/bios/isufs00008859.htm	Abzal	RAKIMGALIEV
Denis TEN	KAZ	1993-06-13	Almaty	168	Almaty, Los Angeles USA	student	reading, studying, music, photography, dance	1999	NA	Frank Carroll	Lori Nichol	Elena Buianova, Tatiana Tarasova	23	El Segundo/USA, Almaty	23	El Segundo/USA, Almaty	http://www.isuresults.com/bios/isufs00008858.htm	Denis	TEN
Adil ZHARBOLOV	KAZ	1992-11-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00008281.htm	Adil	ZHARBOLOV
Glebs BASINS	LAT	1999-04-10	Riga	183	Riga	pupil	soccer	2006	JLSS Jelgava	Evgeni Rukavicin, Andrejs Brovenko, R. Pantelejevs	Olga Glinka	Marika Nugumanova, Kiril Davidenko	19	Jelgava, St. Petersburg/RUS	19	Jelgava, St. Petersburg/RUS	http://www.isuresults.com/bios/isufs00034227.htm	Glebs	BASINS
Girts JEKABSONS	LAT	1991-09-03	Riga	185	Jurmala	student	movies, dance, basketball, motorcycles	1995	Isdala FSC	Evgeni Loutkov, Galina Loutkova	Galina Loutkova, Evgeni Loutkov	Anda Medne	30	in Saffle/SWE, Katrinholm/SWE	30	Gothenburg/SWE	http://www.isuresults.com/bios/isufs00011899.htm	Girts	JEKABSONS
Dmitri KASS	LAT	1985-06-04	Riga	180	Riga	Pupil	sport, computers, reading	1989	Riga FSC	Evgeni Rukavitsin	Lapsina Tndra	NA	15	Riga (LAT), St. Petersburg (RUS)	15	Riga (LAT), St. Petersburg (RUS)	http://www.isuresults.com/bios/isufs00005377.htm	Dmitri	KASS
Lukas KAUGARS	LAT	1995-04-27	Ft Knox KY	175	Colorado Springs	student	guitar, piano, singing, volleyball, hiking, skiing	2003	Broadmoor SC	Damon Allen, Christy Krall, E. Shipstad, R. Jahnke	Damon Allen	NA	22	Colorado Springs	20	Colorado Springs	http://www.isuresults.com/bios/isufs00054125.htm	Lukas	KAUGARS
Maksims KIRILOVS	LAT	1995-03-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013479.htm	Maksims	KIRILOVS
Daniels ROSCIKS	LAT	2000-05-11	Daugavpils	168	Daugavpils	pupil	music	2005	DBJSS	Elena Ivanova	Karina Bagijeva	Alisa Miskovska, Svetlana Frisenbrudere	18	Daugavpils	17	Daugavpils	http://www.isuresults.com/bios/isufs00054729.htm	Daniels	ROSCIKS
Deniss VASILJEVS	LAT	1999-08-09	Daugavpils	169	Daugavpils	student	skating, video games, military history, drawing, reading	2003	Daugavpils SC	Alexei Urmanov	Benoit Richaud, Valeri Pecherski, O. Poverennaia	Ingrida Snieskiene, Elena Ivanova	18	Sotchi/RUS	27	Sotchi/RUS	http://www.isuresults.com/bios/isufs00011354.htm	Deniss	VASILJEVS
Saulius AMBRULEVICIUS	LTU	1992-06-10	Kaunas	178	Kaunas	student	basketball, soccer, music	1998	Baltu Ainiai	Egle Kliucakiene	Rasa Birbaliene	NA	36	Kaunas, Bratislava/SVK	30	Kaunas, Bratislava/SVK	http://www.isuresults.com/bios/isufs00009485.htm	Saulius	AMBRULEVICIUS
Edvinas APITIONOK	LTU	1997-02-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012720.htm	Edvinas	APITIONOK
Arturas GANZELA	LTU	1996-05-02	Kaunas	172	Kaunas	pupil	basketball, soccer	2000	Baltu Ainiai	Lilija Vanagiene	Rasa Birbaliene	NA	18	Kaunas	14	Kaunas	http://www.isuresults.com/bios/isufs00012553.htm	Arturas	GANZELA
Tadas JAKUBAUSKAS	LTU	1997-09-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012721.htm	Tadas	JAKUBAUSKAS
Tomas KATUKEVICIUS	LTU	1986-02-13	Kaunas	172	Kaunas	pupil	music, computer games	1991	Piruetas Kaunas	Lilija Vanagiene	Elena Maslennikova	NA	26	in Lithuania	30	Lithuania, Latvia and Switzerland	http://www.isuresults.com/bios/isufs00003750.htm	Tomas	KATUKEVICIUS
Deividas KIZALA	LTU	1998-02-12	Kaunas	184	Kaunas	student	RC drift, soccer, computer games	2001	Baltu Ainiai Kaunas	Loreta Vitkauskiene	NA	NA	16	Kaunas	12	Kaunas	http://www.isuresults.com/bios/isufs00012719.htm	Deividas	KIZALA
Aidas REKLYS	LTU	1982-04-22	Kaunas	176	Kaunas	student	music, computer, being with friends	1989	Sport School Baltu Ainiai	Lilija Vanagiene	Elena Maslennikova, Gintaraus Svistunavicius	NA	34	in Lithuania, Latvia, Estonia	28	in Lithuania	http://www.isuresults.com/bios/isufs00002160.htm	Aidas	REKLYS
Laurynas VONZODAS	LTU	1997-09-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00054322.htm	Laurynas	VONZODAS
Zhen Feng CHAN	MAS	1995-06-24	Klang	173	Klang	student	sports in general	2000	NA	Jamal Othman	Jamal Othman	Jenny Lee	8	Kuala Lumpur	8	Kuala Lumpur	http://www.isuresults.com/bios/isufs00013198.htm	Zhen Feng	CHAN
Kai Xiang CHEW	MAS	1999-07-11	Klang	170	Klang	student	skating, movies, skiing, basketball	2003	ISA of Malaysia	Yoshinori Onishi	Mari Araya	Gui Fang Zhu, Jamal Othman, Jenny Lee	25	Takaishi Osaka/JPN	30	Takaishi Osaka/JPN	http://www.isuresults.com/bios/isufs00034510.htm	Kai Xiang	CHEW
Bryan Christopher TAN	MAS	1996-10-13	George Town, Penang	175	Shenzhen CHN	student	reading, writing, movies, football, ice skating	1999	NA	Lu Chen, Feng Pan Gao	Lu Chen	Denis Petrov, Na Hou, Wei Kin Chan	24	Shenzhen/CHN	18	Shenzhen/CHN	http://www.isuresults.com/bios/isufs00013726.htm	Bryan Christopher	TAN
Zhi Ming TAN	MAS	1999-03-15	Kuala Lumpur	180	Kuala Lumpur	high school student	basketball	2010	Sunway Pyramid Ice Rink	Bryan Voo Ken Lim	Bryan Voo Ken Lim	NA	12	Bandar Sunway	12	Bandar Sunway	http://www.isuresults.com/bios/isufs00054606.htm	Zhi Ming	TAN
Ryan Zhi Jwen YEE	MAS	1995-01-17	Kuala Lumpur	170	Petaling Jaya, Selangor	high school student	music, photography, reading, movies	2000	ISA of Malaysia	Wei Kin Chan, Harry Janto Leo	Chrisha Gossard	NA	23	Petaling Jaya	23	Petaling Jaya	http://www.isuresults.com/bios/isufs00012751.htm	Ryan Zhi Jwen	YEE
Julian Zhi Jie YEE	MAS	1997-05-26	Kuala Lumpur	166	Petaling Jaya	student	futsal, movies, snowboarding	2001	Ice Skating Association of Malaysia	Michael Hopfes, Doug Leigh	Elvin Wong	Harry Janto Leo, Jong Hyun Ryu, Song Gao	27	Petaling Jaya	27	Petaling Jaya, Barrie/CAN	http://www.isuresults.com/bios/isufs00013721.htm	Julian Zhi Jie	YEE
Adrian ALVARADO	MEX	1983-08-02	Mexico City	175	Mexico City	student	friends, ballett, travelling	1997	NA	Olga Markova	Alla Beliaeva	Elena Loboda, Ricardo Olavarrieta	18	Moscow, RUS	18	Mexico City	http://www.isuresults.com/bios/isufs00006451.htm	Adrian	ALVARADO
David BOSQUEZ	MEX	1995-03-16	Villahermosa	166	Villahermosa	student	computers, shopping	2010	Asociacion Tabasco	Michael Gilping	Daniela Guzman Gonzalez	NA	16	Villahermosa	NA	Villahermosa	http://www.isuresults.com/bios/isufs00034516.htm	David	BOSQUEZ
Fabricio CARRILLO	MEX	1992-08-01	Guadalajara	175	Queretaro	student, coach	playing the guitar, movies, video games, cars, soccer	2001	Asociacion Jalisco	Zaida Lopez	Ophelie Rullier, Omar Ramirez, Pierre Boudin	NA	24	Queretaro	24	Queretaro	http://www.isuresults.com/bios/isufs00012453.htm	Fabricio	CARRILLO
Donovan CARRILLO	MEX	1999-11-17	Zapopan	162	Leon	high school student	playing video games, swimming, reading	2008	Ice Sport Center Leon	Gregorio Nunez	Gregorio Nunez	NA	46	Leon	46	Leon	http://www.isuresults.com/bios/isufs00034515.htm	Donovan	CARRILLO
Humberto CONTRERAS	MEX	1983-08-21	Mexico City	176	Zapopan	full-time athlete, coach	music, movies, internet	1997	Asociacion Jalisco	Elvis Stojko	Roselle Soussana-Doyle	J.Graham, R. Salas, W. Boyland, A. Chavez, A. Muratov, D. Carlton	26	Toronto/CAN	26	Guadalajara, Jalisco	http://www.isuresults.com/bios/isufs00003458.htm	Humberto	CONTRERAS
Michael GILPIN	MEX	1981-06-22	Toronto (CAN)	178	Guadalajara	Student	computers, photography, reading	NA	computers, photography, reading	Alesandro Chavez	NA	NA	25	Simsbury (USA)	28	Guadalajara	http://www.isuresults.com/bios/isufs00005954.htm	Michael	GILPIN
Luis HERNANDEZ	MEX	1985-03-11	Guadalajara	170	San Diego USA	student, athlete	music, skiing, dance, tennis	1995	Asociacion del Estado Mexico	Ken Congemi	Russ Witherby	Frank Caroll	32	San Diego/USA	32	San Diego/USA	http://www.isuresults.com/bios/isufs00009031.htm	Luis	HERNANDEZ
Fernando HERNANDEZ	MEX	1991-03-23	Monterrey	176	Monterrey	student	NA	2006	NA	Anita Gold	Anita Gold	NA	26	Monterrey	30	Monterrey	http://www.isuresults.com/bios/isufs00010619.htm	Fernando	HERNANDEZ
Balam LABARRIOS	MEX	1984-01-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012452.htm	Balam	LABARRIOS
Eduardo LUNA	MEX	1994-10-18	Mexico DF	170	Mexico DF	high school student	music, being with friends, movies, computers, games	2007	Icedome Metepec & Icentral Cuautitlan	Ricardo Olavarrieta	Andrea Sanchez	NA	13	Mexico City	11	Mexico City	http://www.isuresults.com/bios/isufs00014198.htm	Eduardo	LUNA
Leonardo MAEKAWA MORENO	MEX	1992-08-04	Mexico City	170	Victoria CAN	athlete	archery, making movies, playing the guitar	1997	Racquet Club of Victoria	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00013687.htm	Leonardo MAEKAWA	MORENO
Mauricio MEDELLIN	MEX	1980-11-05	Mexico City	170	Mexico City	Student	movies, bowling, dance	1994	Pista Pabellon Bosques	Erika Miklyte, Ignacio Martinez	Silvia Fontana	R. Olavarrieta, A. Mouratov, J. Sanchez Zambrano	20	Simsbury, USA	24	Mexico City	http://www.isuresults.com/bios/isufs00003457.htm	Mauricio	MEDELLIN
Jacobo MONTEMAYOR	MEX	1985-07-22	Monterrey	167	Monterry	student	travelling, shopping, computers	1995	Ice Training Center Monterrey	Barbara Burguete	Barbara Burguete	NA	40	Monterrey	43	Monterrey	http://www.isuresults.com/bios/isufs00005048.htm	Jacobo	MONTEMAYOR
Miguel Angel MOYRON	MEX	1987-10-06	Guadalajara	170	Guadalajara	student	shopping, dance, computers	1996	Asociacion Jailisco	Alejandro Chavez	Alejandro Chavez	NA	25	Guadalajara	32	Guadalajara	http://www.isuresults.com/bios/isufs00006382.htm	Miguel Angel	MOYRON
Manuel SEGURA	MEX	1985-05-24	Mexico City	175	Edo de Mexico	Student	shopping, traveling	1995	Asociacion Estado de Mexico	Natalia Sorokina	NA	Ricardo Olavarrieta	40	Simsbury CT, USA	35	Mexico City	http://www.isuresults.com/bios/isufs00003459.htm	Manuel	SEGURA
Davide LEWTON BRAIN	MON	1998-12-23	Nice FRA	170	Monaco	student	movies	2008	SC of Monaco	Didier Lucine, Claudie Lucine, Sophie Golaz	Camille Pradier	NA	20	Annecy/FRA	21	Annecy/FRA	http://www.isuresults.com/bios/isufs00035075.htm	Davide LEWTON	BRAIN
Kim LUCINE	MON	1988-09-16	Annecy FRA	180	Monaco	student	movies, sports	1994	Monaco	Didier Lucine, Sophie Golaz	Nikolai Morozov	Claudie Lucine	27	Annecy, Chambery/FRA, Grapevine	22	Monaco, Annecy/FRA, Novogorsk/RUS	http://www.isuresults.com/bios/isufs00007363.htm	Kim	LUCINE
Joffrey BOURDON	MNE	1989-02-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://www.isuresults.com/bios/isufs00012065.htm	Joffrey	BOURDON
